"","25","30","35","40","45","50","55","60","65","70","75","80","85","90","95","100","105","110","115","120","125","130","135","140","145","150","155","160","165","170","175","180"
"1980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51314800901578e-05,0,0.000225394440270473,0.000601051840721262,0.0062359128474831,0.0552967693463561,0.178512396694215,0.189406461307288,0.184372652141247,0.160255447032307,0.105484598046582,0.0670924117205109,0.0320060105184072,0.0138993238166792,0.00653643876784373
"1981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176819025727168,0.000353638051454336,0.000884095128635841,0.00185659977013527,0.00265228538590752,0.008929360799222,0.113871452568296,0.24913800724958,0.211121916718239,0.163999646361949,0.115109185748387,0.0706392007780037,0.0311201485279816,0.023605339934577,0.00459729466890637,0.00194500928299885
"1982",0,0,0,0,0,0,0,0,0,0,0,0,0,7.39699681929137e-05,0,0,7.39699681929137e-05,0.000295879872771655,0.000739699681929137,0.000961609586507878,0.00221909904578741,0.00554774761446853,0.0991937273466972,0.242547525704564,0.223241364006213,0.189067238701087,0.12160662770915,0.0686441304830239,0.0287003476588505,0.0112434351653229,0.00436422812338191,0.00147939936385827
"1983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597014925373134,0,0,0.00298507462686567,0.000597014925373134,0.00119402985074627,0.00537313432835821,0.00895522388059701,0.156417910447761,0.299701492537313,0.214925373134328,0.151044776119403,0.093134328358209,0.0417910447761194,0.0173134328358209,0.00298507462686567,0.00298507462686567,0
"1984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786782061369001,0.00472069236821401,0.103855232100708,0.210464201416208,0.191974822974036,0.18095987411487,0.152242328874902,0.0963808025177026,0.0381589299763965,0.0177025963808025,0.002360346184107,0.0003933910306845
"1988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280290791599354,0.250080775444265,0.221163166397415,0.198465266558966,0.162116316639742,0.0848949919224556,0.038529886914378,0.0140549273021002,0.00218093699515347,0.000484652665589661
"1989",0,0,0,0,0,0,0,0,0,0,0,0,0,5.56235398820781e-05,0,0.000139058849705195,0.000444988319056625,0.000305929469351429,0.000361553009233508,0.000333741239292469,0.000611858938702859,0.00261430637445767,0.0539548336856157,0.286238736233174,0.227583713427523,0.16595283123818,0.110329291356102,0.0737568138836355,0.0419679608410279,0.0207753921459562,0.00976193124930471,0.00481143619979976
"1990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015552099533437,0.000251226223232444,0.000394784065079555,0.000897236511544443,0.00133987319057303,0.00241655700442637,0.00624476612034932,0.069912668979543,0.242780236870439,0.212465605933724,0.161574350998923,0.121198707979423,0.0821270486900347,0.0538581169996411,0.0298600311041991,0.011030027515253,0.0034932408182797
"1991",0,0,0,0,0,0,0,0,0,0,0,7.85996683093997e-05,0.000212219104435379,0.000251518938590079,0.000337978573730419,0.000558057644996738,0.000479457976687338,0.000730976915277418,0.000943196019712797,0.00151697359837141,0.00204359137604439,0.0049360591698303,0.0606789439348566,0.241065182704929,0.223285937733343,0.171590935886251,0.125531530256942,0.0842274045603528,0.0478671980004244,0.023572040525989,0.00762416782601177,0.00246802958491515
"1992",0,0,0,0,0,0,0,0,0,0,0,0,0,7.97479963315922e-06,3.18991985326369e-05,4.78487977989553e-05,7.17731966984329e-05,0.000167470792296344,0.000334941584592687,0.000574185573587464,0.00119621994497388,0.00354081103712269,0.0730810638382711,0.288392679133937,0.253925595119423,0.194425615056422,0.110530722915587,0.0491407153395271,0.0167550540292675,0.00559830934247777,0.00158698512699868,0.000590135172853782
"1993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39621903884281e-05,1.39621903884281e-05,0,9.7735332718997e-05,0.000474714473206557,0.00272262712574349,0.0578174303984809,0.210186814107397,0.212923403423529,0.206179665465918,0.152620703135908,0.0930859233196504,0.0409092178380944,0.0178995280779649,0.00417469492614001,0.000879617994470973
"1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61559042591655e-05,0,0,7.2311808518331e-05,7.2311808518331e-05,0.000578494468146648,0.00263938101091908,0.0656952780389038,0.22141875768313,0.22225034348109,0.206414057415576,0.146286788632584,0.0883288741051414,0.0348542917058356,0.00950900282016053,0.00169932750018078,0.000144623617036662
"1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622535795808259,5.18779829840216e-05,0.000207511931936086,0.00150446150653663,0.0807740195061216,0.242840838348205,0.226032371861382,0.193608632496369,0.136024071384105,0.0758974891056236,0.0306598879435568,0.00949367088607595,0.00207511931936086,0.000207511931936086
"1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225733634311512,0.000225733634311512,0.000677200902934537,0.0054176072234763,0.0460496613995485,0.17765237020316,0.187133182844244,0.193002257336343,0.176523702031603,0.117832957110609,0.0627539503386005,0.0234762979683973,0.00744920993227991,0.00158013544018059
"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005",0,0,0,0,0,0,0,0,0,0,0,0.000149933169918468,0,0.000299866339836936,0,0.00149933169918468,0.00179919803902162,0.00179919803902162,0.00389826241788017,0.00584739362682026,0.00546535927713267,0.00629719313657566,0.0888459157680712,0.444278692061794,0.288454202306273,0.120497873053894,0.0273513529963826,0.00321636172835564,0.000299866339836936,0,0,0
"2006",0,0,0,0,0,0,0,0,0,0,0,0,0.000150746028472372,0.000150746028472372,0.000156426736662805,7.5373014236186e-05,0.000301492056944744,0.000301492056944744,0.000759410850552293,0.000382545779371363,0.000731812822276772,0.00143034690808759,0.0467378749768043,0.277644747490711,0.248934073168137,0.18813249677053,0.129210515478102,0.0676476181361294,0.02783254022523,0.00708585324313602,0.00233388822919852,0
"2007",0,0,0,0,0,0,0,0,0,0,0,0,0,7.89844289577363e-05,0.000157968857915473,0.000473906573746418,0.000859850007363729,0.00102679757645057,0.00063187543166189,0.00102679757645057,0.00152857579335658,0.00119468065518289,0.0775218815923385,0.35435412071005,0.241557577818629,0.156925561395576,0.0896574872316891,0.0493235158609885,0.0171370552506197,0.00556674293872433,0.000948748657138312,2.78716431595876e-05
"2008",0,0,0,0,0,0,0,0,0,0,0,0,3.17930943953833e-05,0.000222551660767683,0.0001907585663723,0.000286137849558449,0.000286137849558449,0.000381517132744599,0.000667654982303049,0.000635861887907665,0.000723287031355732,0.000874298363594566,0.0663391032446502,0.237629243714345,0.236106051782447,0.194356095343422,0.140319252895388,0.0734896880625427,0.0343770187115601,0.0111002608341274,0.0019832869929593,0
"2009",0,0,0,0,0,0,0,0,0,0,0,0,0,8.17963507509831e-05,0.000163592701501966,0.000163592701501966,0.000327185403003932,0.000327185403003932,0.000736167156758848,0.00139053796276671,0.00106019332542374,0.000896600623921772,0.0200520553872188,0.0715599045058557,0.122853975419419,0.16561049182583,0.197541782062336,0.198144654285635,0.146408144615936,0.0586988480167627,0.0115483571358784,0.00243493511649524
"2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0.0238095238095238,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.166666666666667,0.0952380952380952,0.214285714285714,0.166666666666667,0.0238095238095238,0.0714285714285714,0,0,0,0,0,0,0,0
"2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.111111111111111,0.166666666666667,0.259259259259259,0.0925925925925926,0.0740740740740741,0,0,0.0185185185185185,0,0,0,0,0
"2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554206301018687,0.196400863522904,0.221682520407475,0.221682520407475,0.19397220535654,0.0277103150509344,0.0554206301018687,0,0.0277103150509344,0,0,0,0,0,0,0
"2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048256996317965,0.0015477374868285,0.00234481058648867,0.0152808705860384,0.1118501472217,0.157741005992469,0.17086951645079,0.173041811982785,0.125816507573874,0.0921082913003323,0.0639666101164596,0.045310771938011,0.0266900433180305,0.0117057132817029,0.0012435922013102,0
"2014",0,0,0,0,0,0,0,0,0,0,0,0,0,9.60629605860053e-06,1.92125921172011e-05,2.88188881758016e-05,0.000105669256644606,0.000426928797025089,0.00222629592505037,0.0355815133654995,0.174198278414738,0.211618367964616,0.197090430149491,0.164474184368211,0.106137438271627,0.0510407694730105,0.0262637277950911,0.015562804115406,0.0104928138067844,0.00375196111358444,0.000901809449235975,6.93699576335366e-05
"2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46126742220182e-05,6.15316855550456e-05,0.000508271970219301,0.00391699557071301,0.0338630479001224,0.155349947744996,0.196127055142683,0.205471438464609,0.169551971765929,0.106850107621786,0.0569951980499112,0.031543369244325,0.0213839464227762,0.0122076935516998,0.00479295350855329,0.00110606619428153,0.000245792487618117
"2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13953488372093,0.116279069767442,0.372093023255814,0.232558139534884,0.0930232558139535,0.0232558139534884,0.0232558139534884,0,0,0,0,0,0,0,0
"2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272090022171383,0.000136045011085692,0.0012366965282986,0.00375925529900529,0.0160745369760281,0.116757861951916,0.196705923883848,0.222188792292706,0.180124920446344,0.124398447537915,0.0780565625025452,0.037538351492236,0.0164941241405279,0.00511886611257763,0.000853144352096272,0,0.000284381450698757
"2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2733622895425e-05,4.2733622895425e-05,0.0003418689831634,0.00146034119350542,0.029808403525585,0.174835926606361,0.239255349919411,0.219349659810383,0.162648603136183,0.0956076327963903,0.0389065761221904,0.0217152983007574,0.0114608518809553,0.00361921638345957,0.000603202730576595,0.000301601365288297,0
"2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.333333333333333,0.333333333333333,0,0,0.25,0,0,0,0,0,0,0,0,0
"2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00289046869925e-05,0,3.00289046869925e-05,3.00289046869925e-05,0.00269904305857628,0.0682260083341921,0.261838787081365,0.268406023612836,0.183685467880317,0.101094592138405,0.0565001261756746,0.0330783907633266,0.0147548477949559,0.00692758338771525,0.00209925571222599,0.000599787346350283,0,0
"2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176759867710728,0.00937405246602924,0.0766967929038756,0.236055684826373,0.299221678634337,0.227461245389675,0.0939172845280032,0.0409049562154003,0.0106523323477605,0.00340874635128336,0.00085218658782084,0.00127827988173126,0,0,0,0
"2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211059518784297,0,0,0.00147741663149008,0.0219501899535669,0.127902068383284,0.249894470240608,0.222245673279865,0.146686365555087,0.0960320810468552,0.0728155339805825,0.0375685943436049,0.0168847615027438,0.00548754748839173,0.000844238075137189,0,0,0
"2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015483300154833,0.0103959301039593,0.0831674408316744,0.156381331563813,0.177394381773944,0.17695200176952,0.149082061490821,0.119221411192214,0.0763105507631055,0.0358327803583278,0.0117230701172307,0.0019907100199071,0,0,0
