year,sex,maturity,shell condition,size,ss,abundance
2008,male,undetermined,old shell,60,453,0
2008,male,undetermined,old shell,65,453,0
2008,male,undetermined,old shell,70,453,0
2008,male,undetermined,old shell,75,453,0
2008,male,undetermined,old shell,80,453,0
2008,male,undetermined,old shell,85,453,0
2008,male,undetermined,old shell,90,453,52.800000000000004
2008,male,undetermined,old shell,95,453,26.400000000000002
2008,male,undetermined,old shell,100,453,52.800000000000004
2008,male,undetermined,old shell,105,453,0
2008,male,undetermined,old shell,110,453,0
2008,male,undetermined,old shell,115,453,132
2008,male,undetermined,old shell,120,453,105.60000000000001
2008,male,undetermined,old shell,125,453,52.800000000000004
2008,male,undetermined,old shell,130,453,26.400000000000002
2008,male,undetermined,old shell,135,453,6088.567486913355
2008,male,undetermined,old shell,140,453,23685.743502178717
2008,male,undetermined,old shell,145,453,20560.90583149895
2008,male,undetermined,old shell,150,453,13877.193308082362
2008,male,undetermined,old shell,155,453,10120.313298162337
2008,male,undetermined,old shell,160,453,5619.9872572770755
2008,male,undetermined,old shell,165,453,1706.6483060122728
2008,male,undetermined,old shell,170,453,491.8843923574816
2008,male,undetermined,old shell,175,453,29.894134477825464
2008,male,undetermined,old shell,180,453,0
2009,male,undetermined,new shell,25,2566,0
2009,male,undetermined,new shell,30,2566,0
2009,male,undetermined,new shell,35,2566,0
2009,male,undetermined,new shell,40,2566,0
2009,male,undetermined,new shell,45,2566,0
2009,male,undetermined,new shell,50,2566,0
2009,male,undetermined,new shell,55,2566,0
2009,male,undetermined,new shell,60,2566,0
2009,male,undetermined,new shell,65,2566,0
2009,male,undetermined,new shell,70,2566,0
2009,male,undetermined,new shell,75,2566,0
2009,male,undetermined,new shell,80,2566,0
2009,male,undetermined,new shell,85,2566,0
2009,male,undetermined,new shell,90,2566,0
2009,male,undetermined,new shell,95,2566,39.75
2009,male,undetermined,new shell,100,2566,79.5
2009,male,undetermined,new shell,105,2566,39.75
2009,male,undetermined,new shell,110,2566,159
2009,male,undetermined,new shell,115,2566,357.75
2009,male,undetermined,new shell,120,2566,675.75
2009,male,undetermined,new shell,125,2566,475.46472900289615
2009,male,undetermined,new shell,130,2566,435.71472900289615
2009,male,undetermined,new shell,135,2566,9547.342263136119
2009,male,undetermined,new shell,140,2566,32960.7833123531
2009,male,undetermined,new shell,145,2566,57730.33916671802
2009,male,undetermined,new shell,150,2566,79100.06833613559
2009,male,undetermined,new shell,155,2566,93780.75558470291
2009,male,undetermined,new shell,160,2566,95107.68225659264
2009,male,undetermined,new shell,165,2566,70557.29699498528
2009,male,undetermined,new shell,170,2566,28328.253549767163
2009,male,undetermined,new shell,175,2566,5612.074278822877
2009,male,undetermined,new shell,180,2566,1183.288374017377
2009,male,undetermined,old shell,25,56,0
2009,male,undetermined,old shell,30,56,0
2009,male,undetermined,old shell,35,56,0
2009,male,undetermined,old shell,40,56,0
2009,male,undetermined,old shell,45,56,0
2009,male,undetermined,old shell,50,56,0
2009,male,undetermined,old shell,55,56,0
2009,male,undetermined,old shell,60,56,0
2009,male,undetermined,old shell,65,56,0
2009,male,undetermined,old shell,70,56,0
2009,male,undetermined,old shell,75,56,0
2009,male,undetermined,old shell,80,56,0
2009,male,undetermined,old shell,85,56,0
2009,male,undetermined,old shell,90,56,39.75
2009,male,undetermined,old shell,95,56,39.75
2009,male,undetermined,old shell,100,56,0
2009,male,undetermined,old shell,105,56,119.25
2009,male,undetermined,old shell,110,56,0
2009,male,undetermined,old shell,115,56,0
2009,male,undetermined,old shell,120,56,0
2009,male,undetermined,old shell,125,56,39.75
2009,male,undetermined,old shell,130,56,0
2009,male,undetermined,old shell,135,56,197.21472900289615
2009,male,undetermined,old shell,140,56,1814.6825610260653
2009,male,undetermined,old shell,145,56,1972.1472900289614
2009,male,undetermined,old shell,150,56,1380.503103020273
2009,male,undetermined,old shell,155,56,2217.2414516559716
2009,male,undetermined,old shell,160,56,1183.288374017377
2009,male,undetermined,old shell,165,56,591.6441870086885
2009,male,undetermined,old shell,170,56,197.21472900289615
2009,male,undetermined,old shell,175,56,0
2009,male,undetermined,old shell,180,56,0
2010,male,undetermined,new shell,25,31,0
2010,male,undetermined,new shell,30,31,0
2010,male,undetermined,new shell,35,31,0
2010,male,undetermined,new shell,40,31,0
2010,male,undetermined,new shell,45,31,0
2010,male,undetermined,new shell,50,31,0
2010,male,undetermined,new shell,55,31,0
2010,male,undetermined,new shell,60,31,0
2010,male,undetermined,new shell,65,31,0
2010,male,undetermined,new shell,70,31,0
2010,male,undetermined,new shell,75,31,0
2010,male,undetermined,new shell,80,31,0
2010,male,undetermined,new shell,85,31,0
2010,male,undetermined,new shell,90,31,40.214285714285715
2010,male,undetermined,new shell,95,31,40.214285714285715
2010,male,undetermined,new shell,100,31,0
2010,male,undetermined,new shell,105,31,80.42857142857143
2010,male,undetermined,new shell,110,31,120.64285714285714
2010,male,undetermined,new shell,115,31,160.85714285714286
2010,male,undetermined,new shell,120,31,160.85714285714286
2010,male,undetermined,new shell,125,31,241.28571428571428
2010,male,undetermined,new shell,130,31,241.28571428571428
2010,male,undetermined,new shell,135,31,40.214285714285715
2010,male,undetermined,new shell,140,31,120.64285714285714
2010,male,undetermined,new shell,145,31,0
2010,male,undetermined,new shell,150,31,0
2010,male,undetermined,new shell,155,31,0
2010,male,undetermined,new shell,160,31,0
2010,male,undetermined,new shell,165,31,0
2010,male,undetermined,new shell,170,31,0
2010,male,undetermined,new shell,175,31,0
2010,male,undetermined,new shell,180,31,0
2010,male,undetermined,old shell,25,11,0
2010,male,undetermined,old shell,30,11,0
2010,male,undetermined,old shell,35,11,0
2010,male,undetermined,old shell,40,11,0
2010,male,undetermined,old shell,45,11,0
2010,male,undetermined,old shell,50,11,0
2010,male,undetermined,old shell,55,11,0
2010,male,undetermined,old shell,60,11,0
2010,male,undetermined,old shell,65,11,0
2010,male,undetermined,old shell,70,11,0
2010,male,undetermined,old shell,75,11,0
2010,male,undetermined,old shell,80,11,0
2010,male,undetermined,old shell,85,11,0
2010,male,undetermined,old shell,90,11,40.214285714285715
2010,male,undetermined,old shell,95,11,0
2010,male,undetermined,old shell,100,11,80.42857142857143
2010,male,undetermined,old shell,105,11,0
2010,male,undetermined,old shell,110,11,40.214285714285715
2010,male,undetermined,old shell,115,11,120.64285714285714
2010,male,undetermined,old shell,120,11,0
2010,male,undetermined,old shell,125,11,120.64285714285714
2010,male,undetermined,old shell,130,11,40.214285714285715
2010,male,undetermined,old shell,135,11,0
2010,male,undetermined,old shell,140,11,0
2010,male,undetermined,old shell,145,11,0
2010,male,undetermined,old shell,150,11,0
2010,male,undetermined,old shell,155,11,0
2010,male,undetermined,old shell,160,11,0
2010,male,undetermined,old shell,165,11,0
2010,male,undetermined,old shell,170,11,0
2010,male,undetermined,old shell,175,11,0
2010,male,undetermined,old shell,180,11,0
2011,male,undetermined,new shell,25,51,0
2011,male,undetermined,new shell,30,51,0
2011,male,undetermined,new shell,35,51,0
2011,male,undetermined,new shell,40,51,0
2011,male,undetermined,new shell,45,51,0
2011,male,undetermined,new shell,50,51,0
2011,male,undetermined,new shell,55,51,0
2011,male,undetermined,new shell,60,51,0
2011,male,undetermined,new shell,65,51,0
2011,male,undetermined,new shell,70,51,0
2011,male,undetermined,new shell,75,51,0
2011,male,undetermined,new shell,80,51,0
2011,male,undetermined,new shell,85,51,0
2011,male,undetermined,new shell,90,51,0
2011,male,undetermined,new shell,95,51,0
2011,male,undetermined,new shell,100,51,0
2011,male,undetermined,new shell,105,51,286.5740740740741
2011,male,undetermined,new shell,110,51,229.25925925925924
2011,male,undetermined,new shell,115,51,229.25925925925924
2011,male,undetermined,new shell,120,51,286.5740740740741
2011,male,undetermined,new shell,125,51,458.5185185185185
2011,male,undetermined,new shell,130,51,802.4074074074074
2011,male,undetermined,new shell,135,51,286.5740740740741
2011,male,undetermined,new shell,140,51,229.25925925925924
2011,male,undetermined,new shell,145,51,0
2011,male,undetermined,new shell,150,51,0
2011,male,undetermined,new shell,155,51,57.31481481481481
2011,male,undetermined,new shell,160,51,0
2011,male,undetermined,new shell,165,51,0
2011,male,undetermined,new shell,170,51,0
2011,male,undetermined,new shell,175,51,0
2011,male,undetermined,new shell,180,51,0
2011,male,undetermined,old shell,25,4,0
2011,male,undetermined,old shell,30,4,0
2011,male,undetermined,old shell,35,4,0
2011,male,undetermined,old shell,40,4,0
2011,male,undetermined,old shell,45,4,0
2011,male,undetermined,old shell,50,4,0
2011,male,undetermined,old shell,55,4,0
2011,male,undetermined,old shell,60,4,0
2011,male,undetermined,old shell,65,4,0
2011,male,undetermined,old shell,70,4,0
2011,male,undetermined,old shell,75,4,0
2011,male,undetermined,old shell,80,4,0
2011,male,undetermined,old shell,85,4,0
2011,male,undetermined,old shell,90,4,0
2011,male,undetermined,old shell,95,4,0
2011,male,undetermined,old shell,100,4,0
2011,male,undetermined,old shell,105,4,0
2011,male,undetermined,old shell,110,4,57.31481481481481
2011,male,undetermined,old shell,115,4,57.31481481481481
2011,male,undetermined,old shell,120,4,57.31481481481481
2011,male,undetermined,old shell,125,4,57.31481481481481
2011,male,undetermined,old shell,130,4,0
2011,male,undetermined,old shell,135,4,0
2011,male,undetermined,old shell,140,4,0
2011,male,undetermined,old shell,145,4,0
2011,male,undetermined,old shell,150,4,0
2011,male,undetermined,old shell,155,4,0
2011,male,undetermined,old shell,160,4,0
2011,male,undetermined,old shell,165,4,0
2011,male,undetermined,old shell,170,4,0
2011,male,undetermined,old shell,175,4,0
2011,male,undetermined,old shell,180,4,0
2012,male,undetermined,new shell,25,28,0
2012,male,undetermined,new shell,30,28,0
2012,male,undetermined,new shell,35,28,0
2012,male,undetermined,new shell,40,28,0
2012,male,undetermined,new shell,45,28,0
2012,male,undetermined,new shell,50,28,0
2012,male,undetermined,new shell,55,28,0
2012,male,undetermined,new shell,60,28,0
2012,male,undetermined,new shell,65,28,0
2012,male,undetermined,new shell,70,28,0
2012,male,undetermined,new shell,75,28,0
2012,male,undetermined,new shell,80,28,0
2012,male,undetermined,new shell,85,28,0
2012,male,undetermined,new shell,90,28,0
2012,male,undetermined,new shell,95,28,0
2012,male,undetermined,new shell,100,28,0
2012,male,undetermined,new shell,105,28,91.27777777777777
2012,male,undetermined,new shell,110,28,232.19444444444446
2012,male,undetermined,new shell,115,28,319.47222222222223
2012,male,undetermined,new shell,120,28,319.47222222222223
2012,male,undetermined,new shell,125,28,182.55555555555554
2012,male,undetermined,new shell,130,28,0
2012,male,undetermined,new shell,135,28,91.27777777777777
2012,male,undetermined,new shell,140,28,0
2012,male,undetermined,new shell,145,28,0
2012,male,undetermined,new shell,150,28,0
2012,male,undetermined,new shell,155,28,0
2012,male,undetermined,new shell,160,28,0
2012,male,undetermined,new shell,165,28,0
2012,male,undetermined,new shell,170,28,0
2012,male,undetermined,new shell,175,28,0
2012,male,undetermined,new shell,180,28,0
2012,male,undetermined,old shell,25,9,0
2012,male,undetermined,old shell,30,9,0
2012,male,undetermined,old shell,35,9,0
2012,male,undetermined,old shell,40,9,0
2012,male,undetermined,old shell,45,9,0
2012,male,undetermined,old shell,50,9,0
2012,male,undetermined,old shell,55,9,0
2012,male,undetermined,old shell,60,9,0
2012,male,undetermined,old shell,65,9,0
2012,male,undetermined,old shell,70,9,0
2012,male,undetermined,old shell,75,9,0
2012,male,undetermined,old shell,80,9,0
2012,male,undetermined,old shell,85,9,0
2012,male,undetermined,old shell,90,9,0
2012,male,undetermined,old shell,95,9,0
2012,male,undetermined,old shell,100,9,0
2012,male,undetermined,old shell,105,9,0
2012,male,undetermined,old shell,110,9,91.27777777777777
2012,male,undetermined,old shell,115,9,45.638888888888886
2012,male,undetermined,old shell,120,9,45.638888888888886
2012,male,undetermined,old shell,125,9,136.91666666666666
2012,male,undetermined,old shell,130,9,45.638888888888886
2012,male,undetermined,old shell,135,9,0
2012,male,undetermined,old shell,140,9,0
2012,male,undetermined,old shell,145,9,45.638888888888886
2012,male,undetermined,old shell,150,9,0
2012,male,undetermined,old shell,155,9,0
2012,male,undetermined,old shell,160,9,0
2012,male,undetermined,old shell,165,9,0
2012,male,undetermined,old shell,170,9,0
2012,male,undetermined,old shell,175,9,0
2012,male,undetermined,old shell,180,9,0
2013,male,undetermined,new shell,25,4340,0
2013,male,undetermined,new shell,30,4340,0
2013,male,undetermined,new shell,35,4340,0
2013,male,undetermined,new shell,40,4340,0
2013,male,undetermined,new shell,45,4340,0
2013,male,undetermined,new shell,50,4340,0
2013,male,undetermined,new shell,55,4340,0
2013,male,undetermined,new shell,60,4340,0
2013,male,undetermined,new shell,65,4340,0
2013,male,undetermined,new shell,70,4340,0
2013,male,undetermined,new shell,75,4340,0
2013,male,undetermined,new shell,80,4340,0
2013,male,undetermined,new shell,85,4340,0
2013,male,undetermined,new shell,90,4340,0
2013,male,undetermined,new shell,95,4340,0
2013,male,undetermined,new shell,100,4340,0
2013,male,undetermined,new shell,105,4340,542.6432748538011
2013,male,undetermined,new shell,110,4340,1927.587459512044
2013,male,undetermined,new shell,115,4340,3312.531644170287
2013,male,undetermined,new shell,120,4340,19917.46979294487
2013,male,undetermined,new shell,125,4340,147381.89871855557
2013,male,undetermined,new shell,130,4340,200932.67067048955
2013,male,undetermined,new shell,135,4340,212721.66773998065
2013,male,undetermined,new shell,140,4340,216017.3440423537
2013,male,undetermined,new shell,145,4340,157329.5544561122
2013,male,undetermined,new shell,150,4340,113001.64340349069
2013,male,undetermined,new shell,155,4340,72703.47406811122
2013,male,undetermined,new shell,160,4340,55020.84690000191
2013,male,undetermined,new shell,165,4340,34092.746023562664
2013,male,undetermined,new shell,170,4340,15425.457505107788
2013,male,undetermined,new shell,175,4340,1797.9458097038437
2013,male,undetermined,new shell,180,4340,0
2013,male,undetermined,old shell,25,658,0
2013,male,undetermined,old shell,30,658,0
2013,male,undetermined,old shell,35,658,0
2013,male,undetermined,old shell,40,658,0
2013,male,undetermined,old shell,45,658,0
2013,male,undetermined,old shell,50,658,0
2013,male,undetermined,old shell,55,658,0
2013,male,undetermined,old shell,60,658,0
2013,male,undetermined,old shell,65,658,0
2013,male,undetermined,old shell,70,658,0
2013,male,undetermined,old shell,75,658,0
2013,male,undetermined,old shell,80,658,0
2013,male,undetermined,old shell,85,658,0
2013,male,undetermined,old shell,90,658,0
2013,male,undetermined,old shell,95,658,0
2013,male,undetermined,old shell,100,658,0
2013,male,undetermined,old shell,105,658,155.04093567251462
2013,male,undetermined,old shell,110,658,310.08187134502924
2013,male,undetermined,old shell,115,658,77.52046783625731
2013,male,undetermined,old shell,120,658,2175.123912490742
2013,male,undetermined,old shell,125,658,14327.464929867776
2013,male,undetermined,old shell,130,658,27124.22808123017
2013,male,undetermined,old shell,135,658,34316.011320045545
2013,male,undetermined,old shell,140,658,34160.97038437303
2013,male,undetermined,old shell,145,658,24571.92606595253
2013,male,undetermined,old shell,150,658,20165.576693208073
2013,male,undetermined,old shell,155,658,19777.403906742282
2013,male,undetermined,old shell,160,658,10488.017223272422
2013,male,undetermined,old shell,165,658,4494.864524259609
2013,male,undetermined,old shell,170,658,1498.2881747532033
2013,male,undetermined,old shell,175,658,0
2013,male,undetermined,old shell,180,658,0
2014,male,undetermined,new shell,25,11585,0
2014,male,undetermined,new shell,30,11585,0
2014,male,undetermined,new shell,35,11585,0
2014,male,undetermined,new shell,40,11585,0
2014,male,undetermined,new shell,45,11585,0
2014,male,undetermined,new shell,50,11585,0
2014,male,undetermined,new shell,55,11585,0
2014,male,undetermined,new shell,60,11585,0
2014,male,undetermined,new shell,65,11585,0
2014,male,undetermined,new shell,70,11585,0
2014,male,undetermined,new shell,75,11585,0
2014,male,undetermined,new shell,80,11585,0
2014,male,undetermined,new shell,85,11585,0
2014,male,undetermined,new shell,90,11585,72.26666666666667
2014,male,undetermined,new shell,95,11585,144.53333333333333
2014,male,undetermined,new shell,100,11585,216.8
2014,male,undetermined,new shell,105,11585,722.6666666666666
2014,male,undetermined,new shell,110,11585,2256.2593695637047
2014,male,undetermined,new shell,115,11585,13111.05405794076
2014,male,undetermined,new shell,120,11585,202618.27187623223
2014,male,undetermined,new shell,125,11585,994540.7476994941
2014,male,undetermined,new shell,130,11585,1235124.4130232916
2014,male,undetermined,new shell,135,11585,1201558.8857489084
2014,male,undetermined,new shell,140,11585,997707.9137328846
2014,male,undetermined,new shell,145,11585,629228.4216051069
2014,male,undetermined,new shell,150,11585,296821.2316682818
2014,male,undetermined,new shell,155,11585,153219.8806480191
2014,male,undetermined,new shell,160,11585,89418.00097588131
2014,male,undetermined,new shell,165,11585,63801.879672137824
2014,male,undetermined,new shell,170,11585,23006.824455924958
2014,male,undetermined,new shell,175,11585,6784.171804328161
2014,male,undetermined,new shell,180,11585,521.8593695637047
2014,male,undetermined,old shell,25,3138,0
2014,male,undetermined,old shell,30,3138,0
2014,male,undetermined,old shell,35,3138,0
2014,male,undetermined,old shell,40,3138,0
2014,male,undetermined,old shell,45,3138,0
2014,male,undetermined,old shell,50,3138,0
2014,male,undetermined,old shell,55,3138,0
2014,male,undetermined,old shell,60,3138,0
2014,male,undetermined,old shell,65,3138,0
2014,male,undetermined,old shell,70,3138,0
2014,male,undetermined,old shell,75,3138,0
2014,male,undetermined,old shell,80,3138,0
2014,male,undetermined,old shell,85,3138,0
2014,male,undetermined,old shell,90,3138,0
2014,male,undetermined,old shell,95,3138,0
2014,male,undetermined,old shell,100,3138,0
2014,male,undetermined,old shell,105,3138,72.26666666666667
2014,male,undetermined,old shell,110,3138,955.4593695637047
2014,male,undetermined,old shell,115,3138,3637.022884048895
2014,male,undetermined,old shell,120,3138,65055.90245633567
2014,male,undetermined,old shell,125,3138,315925.7258831443
2014,male,undetermined,old shell,130,3138,356847.55670911324
2014,male,undetermined,old shell,135,3138,281121.67415860645
2014,male,undetermined,old shell,140,3138,239605.7172964071
2014,male,undetermined,old shell,145,3138,169226.96907197364
2014,male,undetermined,old shell,150,3138,87150.51471713868
2014,male,undetermined,old shell,155,3138,44358.0464129149
2014,male,undetermined,old shell,160,3138,27658.54658687635
2014,male,undetermined,old shell,165,3138,15133.921717347435
2014,male,undetermined,old shell,170,3138,5218.593695637047
2014,male,undetermined,old shell,175,3138,0
2014,male,undetermined,old shell,180,3138,0
2015,male,undetermined,new shell,25,18668,0
2015,male,undetermined,new shell,30,18668,0
2015,male,undetermined,new shell,35,18668,0
2015,male,undetermined,new shell,40,18668,0
2015,male,undetermined,new shell,45,18668,0
2015,male,undetermined,new shell,50,18668,0
2015,male,undetermined,new shell,55,18668,0
2015,male,undetermined,new shell,60,18668,0
2015,male,undetermined,new shell,65,18668,0
2015,male,undetermined,new shell,70,18668,0
2015,male,undetermined,new shell,75,18668,0
2015,male,undetermined,new shell,80,18668,0
2015,male,undetermined,new shell,85,18668,0
2015,male,undetermined,new shell,90,18668,0
2015,male,undetermined,new shell,95,18668,0
2015,male,undetermined,new shell,100,18668,267.20547945205476
2015,male,undetermined,new shell,105,18668,668.0136986301369
2015,male,undetermined,new shell,110,18668,4806.069822458543
2015,male,undetermined,new shell,115,18668,31493.958498558037
2015,male,undetermined,new shell,120,18668,267384.2672584715
2015,male,undetermined,new shell,125,18668,1290414.4982876712
2015,male,undetermined,new shell,130,18668,1658746.9577663122
2015,male,undetermined,new shell,135,18668,1709806.3446399602
2015,male,undetermined,new shell,140,18668,1389807.0158841026
2015,male,undetermined,new shell,145,18668,874932.5887594629
2015,male,undetermined,new shell,150,18668,453766.0205028839
2015,male,undetermined,new shell,155,18668,245495.1907894737
2015,male,undetermined,new shell,160,18668,167666.09950657893
2015,male,undetermined,new shell,165,18668,87168.5822368421
2015,male,undetermined,new shell,170,18668,37357.96381578947
2015,male,undetermined,new shell,175,18668,8005.277960526316
2015,male,undetermined,new shell,180,18668,1778.9506578947369
2015,male,undetermined,old shell,25,5945,0
2015,male,undetermined,old shell,30,5945,0
2015,male,undetermined,old shell,35,5945,0
2015,male,undetermined,old shell,40,5945,0
2015,male,undetermined,old shell,45,5945,0
2015,male,undetermined,old shell,50,5945,0
2015,male,undetermined,old shell,55,5945,0
2015,male,undetermined,old shell,60,5945,0
2015,male,undetermined,old shell,65,5945,0
2015,male,undetermined,old shell,70,5945,0
2015,male,undetermined,old shell,75,5945,0
2015,male,undetermined,old shell,80,5945,0
2015,male,undetermined,old shell,85,5945,0
2015,male,undetermined,old shell,90,5945,0
2015,male,undetermined,old shell,95,5945,0
2015,male,undetermined,old shell,100,5945,0
2015,male,undetermined,old shell,105,5945,0
2015,male,undetermined,old shell,110,5945,711.9431439257389
2015,male,undetermined,old shell,115,5945,11030.582721250901
2015,male,undetermined,old shell,120,5945,100247.13549927903
2015,male,undetermined,old shell,125,5945,396129.47071016586
2015,male,undetermined,old shell,130,5945,470490.3339717015
2015,male,undetermined,old shell,135,5945,520877.47839311464
2015,male,undetermined,old shell,140,5945,450920.0623310202
2015,male,undetermined,old shell,145,5945,285076.8429276316
2015,male,undetermined,old shell,150,5945,164997.67351973685
2015,male,undetermined,old shell,155,5945,96952.81085526316
2015,male,undetermined,old shell,160,5945,64486.96134868421
2015,male,undetermined,old shell,165,5945,45363.24177631579
2015,male,undetermined,old shell,170,5945,14676.34292763158
2015,male,undetermined,old shell,175,5945,4002.638980263158
2015,male,undetermined,old shell,180,5945,889.4753289473684
2016,male,undetermined,new shell,25,35,0
2016,male,undetermined,new shell,30,35,0
2016,male,undetermined,new shell,35,35,0
2016,male,undetermined,new shell,40,35,0
2016,male,undetermined,new shell,45,35,0
2016,male,undetermined,new shell,50,35,0
2016,male,undetermined,new shell,55,35,0
2016,male,undetermined,new shell,60,35,0
2016,male,undetermined,new shell,65,35,0
2016,male,undetermined,new shell,70,35,0
2016,male,undetermined,new shell,75,35,0
2016,male,undetermined,new shell,80,35,0
2016,male,undetermined,new shell,85,35,0
2016,male,undetermined,new shell,90,35,0
2016,male,undetermined,new shell,95,35,0
2016,male,undetermined,new shell,100,35,0
2016,male,undetermined,new shell,105,35,0
2016,male,undetermined,new shell,110,35,241.81395348837208
2016,male,undetermined,new shell,115,35,120.90697674418604
2016,male,undetermined,new shell,120,35,483.62790697674416
2016,male,undetermined,new shell,125,35,362.72093023255815
2016,male,undetermined,new shell,130,35,120.90697674418604
2016,male,undetermined,new shell,135,35,40.30232558139535
2016,male,undetermined,new shell,140,35,40.30232558139535
2016,male,undetermined,new shell,145,35,0
2016,male,undetermined,new shell,150,35,0
2016,male,undetermined,new shell,155,35,0
2016,male,undetermined,new shell,160,35,0
2016,male,undetermined,new shell,165,35,0
2016,male,undetermined,new shell,170,35,0
2016,male,undetermined,new shell,175,35,0
2016,male,undetermined,new shell,180,35,0
2016,male,undetermined,old shell,25,8,0
2016,male,undetermined,old shell,30,8,0
2016,male,undetermined,old shell,35,8,0
2016,male,undetermined,old shell,40,8,0
2016,male,undetermined,old shell,45,8,0
2016,male,undetermined,old shell,50,8,0
2016,male,undetermined,old shell,55,8,0
2016,male,undetermined,old shell,60,8,0
2016,male,undetermined,old shell,65,8,0
2016,male,undetermined,old shell,70,8,0
2016,male,undetermined,old shell,75,8,0
2016,male,undetermined,old shell,80,8,0
2016,male,undetermined,old shell,85,8,0
2016,male,undetermined,old shell,90,8,0
2016,male,undetermined,old shell,95,8,0
2016,male,undetermined,old shell,100,8,0
2016,male,undetermined,old shell,105,8,0
2016,male,undetermined,old shell,110,8,0
2016,male,undetermined,old shell,115,8,80.6046511627907
2016,male,undetermined,old shell,120,8,161.2093023255814
2016,male,undetermined,old shell,125,8,40.30232558139535
2016,male,undetermined,old shell,130,8,40.30232558139535
2016,male,undetermined,old shell,135,8,0
2016,male,undetermined,old shell,140,8,0
2016,male,undetermined,old shell,145,8,0
2016,male,undetermined,old shell,150,8,0
2016,male,undetermined,old shell,155,8,0
2016,male,undetermined,old shell,160,8,0
2016,male,undetermined,old shell,165,8,0
2016,male,undetermined,old shell,170,8,0
2016,male,undetermined,old shell,175,8,0
2016,male,undetermined,old shell,180,8,0
2017,male,undetermined,new shell,25,2060,0
2017,male,undetermined,new shell,30,2060,0
2017,male,undetermined,new shell,35,2060,0
2017,male,undetermined,new shell,40,2060,0
2017,male,undetermined,new shell,45,2060,0
2017,male,undetermined,new shell,50,2060,0
2017,male,undetermined,new shell,55,2060,0
2017,male,undetermined,new shell,60,2060,0
2017,male,undetermined,new shell,65,2060,0
2017,male,undetermined,new shell,70,2060,0
2017,male,undetermined,new shell,75,2060,0
2017,male,undetermined,new shell,80,2060,0
2017,male,undetermined,new shell,85,2060,0
2017,male,undetermined,new shell,90,2060,0
2017,male,undetermined,new shell,95,2060,0
2017,male,undetermined,new shell,100,2060,364.70103092783506
2017,male,undetermined,new shell,105,2060,182.35051546391753
2017,male,undetermined,new shell,110,2060,1475.279173475148
2017,male,undetermined,new shell,115,2060,4292.912154252948
2017,male,undetermined,new shell,120,2060,14734.066748863603
2017,male,undetermined,new shell,125,2060,91715.15999881159
2017,male,undetermined,new shell,130,2060,155619.8161888351
2017,male,undetermined,new shell,135,2060,162132.75966012062
2017,male,undetermined,new shell,140,2060,128423.38909355596
2017,male,undetermined,new shell,145,2060,100415.18468760213
2017,male,undetermined,new shell,150,2060,61932.87558751003
2017,male,undetermined,new shell,155,2060,30875.262536023056
2017,male,undetermined,new shell,160,2060,11816.458501440922
2017,male,undetermined,new shell,165,2060,4574.112968299712
2017,male,undetermined,new shell,170,2060,762.3521613832853
2017,male,undetermined,new shell,175,2060,0
2017,male,undetermined,new shell,180,2060,0
2017,male,undetermined,old shell,25,1507,0
2017,male,undetermined,old shell,30,1507,0
2017,male,undetermined,old shell,35,1507,0
2017,male,undetermined,old shell,40,1507,0
2017,male,undetermined,old shell,45,1507,0
2017,male,undetermined,old shell,50,1507,0
2017,male,undetermined,old shell,55,1507,0
2017,male,undetermined,old shell,60,1507,0
2017,male,undetermined,old shell,65,1507,0
2017,male,undetermined,old shell,70,1507,0
2017,male,undetermined,old shell,75,1507,0
2017,male,undetermined,old shell,80,1507,0
2017,male,undetermined,old shell,85,1507,0
2017,male,undetermined,old shell,90,1507,0
2017,male,undetermined,old shell,95,1507,0
2017,male,undetermined,old shell,100,1507,0
2017,male,undetermined,old shell,105,1507,0
2017,male,undetermined,old shell,110,1507,182.35051546391753
2017,male,undetermined,old shell,115,1507,745.8771116194778
2017,male,undetermined,old shell,120,1507,6811.744303158146
2017,male,undetermined,old shell,125,1507,64783.458667815445
2017,male,undetermined,old shell,130,1507,108038.70630143498
2017,male,undetermined,old shell,135,1507,135682.20967646097
2017,male,undetermined,old shell,140,1507,113010.47040019014
2017,male,undetermined,old shell,145,1507,66324.63804034582
2017,male,undetermined,old shell,150,1507,42691.721037463976
2017,male,undetermined,old shell,155,1507,19439.980115273775
2017,male,undetermined,old shell,160,1507,10291.754178674351
2017,male,undetermined,old shell,165,1507,2287.056484149856
2017,male,undetermined,old shell,170,1507,381.17608069164265
2017,male,undetermined,old shell,175,1507,0
2017,male,undetermined,old shell,180,1507,381.17608069164265
2018,male,undetermined,new shell,25,922,0
2018,male,undetermined,new shell,30,922,0
2018,male,undetermined,new shell,35,922,0
2018,male,undetermined,new shell,40,922,0
2018,male,undetermined,new shell,45,922,0
2018,male,undetermined,new shell,50,922,0
2018,male,undetermined,new shell,55,922,0
2018,male,undetermined,new shell,60,922,0
2018,male,undetermined,new shell,65,922,0
2018,male,undetermined,new shell,70,922,0
2018,male,undetermined,new shell,75,922,0
2018,male,undetermined,new shell,80,922,0
2018,male,undetermined,new shell,85,922,0
2018,male,undetermined,new shell,90,922,0
2018,male,undetermined,new shell,95,922,0
2018,male,undetermined,new shell,100,922,59.01470588235294
2018,male,undetermined,new shell,105,922,59.01470588235294
2018,male,undetermined,new shell,110,922,354.0882352941177
2018,male,undetermined,new shell,115,922,1006.6555282730152
