fishery,area,year,sex,maturity,shell condition,size,count
TCF,East 166W,2013,male,undetermined,new shell,176,1
TCF,East 166W,2013,male,undetermined,new shell,177,1
TCF,East 166W,2013,male,undetermined,new shell,179,1
TCF,East 166W,2013,male,undetermined,old shell,122,2
TCF,East 166W,2013,male,undetermined,old shell,125,2
TCF,East 166W,2013,male,undetermined,old shell,127,6
TCF,East 166W,2013,male,undetermined,old shell,128,1
TCF,East 166W,2013,male,undetermined,old shell,129,4
TCF,East 166W,2013,male,undetermined,old shell,130,6
TCF,East 166W,2013,male,undetermined,old shell,131,5
TCF,East 166W,2013,male,undetermined,old shell,132,4
TCF,East 166W,2013,male,undetermined,old shell,133,3
TCF,East 166W,2013,male,undetermined,old shell,134,3
TCF,East 166W,2013,male,undetermined,old shell,135,3
TCF,East 166W,2013,male,undetermined,old shell,136,9
TCF,East 166W,2013,male,undetermined,old shell,137,13
TCF,East 166W,2013,male,undetermined,old shell,138,19
TCF,East 166W,2013,male,undetermined,old shell,139,6
TCF,East 166W,2013,male,undetermined,old shell,140,15
TCF,East 166W,2013,male,undetermined,old shell,141,9
TCF,East 166W,2013,male,undetermined,old shell,142,16
TCF,East 166W,2013,male,undetermined,old shell,143,8
TCF,East 166W,2013,male,undetermined,old shell,144,10
TCF,East 166W,2013,male,undetermined,old shell,145,7
TCF,East 166W,2013,male,undetermined,old shell,146,7
TCF,East 166W,2013,male,undetermined,old shell,147,9
TCF,East 166W,2013,male,undetermined,old shell,148,6
TCF,East 166W,2013,male,undetermined,old shell,149,7
TCF,East 166W,2013,male,undetermined,old shell,150,11
TCF,East 166W,2013,male,undetermined,old shell,151,4
TCF,East 166W,2013,male,undetermined,old shell,152,5
TCF,East 166W,2013,male,undetermined,old shell,153,4
TCF,East 166W,2013,male,undetermined,old shell,154,7
TCF,East 166W,2013,male,undetermined,old shell,155,7
TCF,East 166W,2013,male,undetermined,old shell,156,10
TCF,East 166W,2013,male,undetermined,old shell,157,3
TCF,East 166W,2013,male,undetermined,old shell,158,6
TCF,East 166W,2013,male,undetermined,old shell,159,2
TCF,East 166W,2013,male,undetermined,old shell,160,4
TCF,East 166W,2013,male,undetermined,old shell,161,2
TCF,East 166W,2013,male,undetermined,old shell,162,8
TCF,East 166W,2013,male,undetermined,old shell,163,3
TCF,East 166W,2013,male,undetermined,old shell,164,2
TCF,East 166W,2013,male,undetermined,old shell,165,4
TCF,East 166W,2013,male,undetermined,old shell,166,3
TCF,East 166W,2013,male,undetermined,old shell,167,2
TCF,East 166W,2013,male,undetermined,old shell,168,1
TCF,East 166W,2013,male,undetermined,old shell,169,1
TCF,East 166W,2013,male,undetermined,old shell,170,1
TCF,East 166W,2013,male,undetermined,old shell,172,1
TCF,East 166W,2013,male,undetermined,old shell,173,1
TCF,East 166W,2013,male,undetermined,old shell,174,2
TCF,East 166W,2014,male,undetermined,new shell,116,1
TCF,East 166W,2014,male,undetermined,new shell,117,1
TCF,East 166W,2014,male,undetermined,new shell,118,4
TCF,East 166W,2014,male,undetermined,new shell,119,2
TCF,East 166W,2014,male,undetermined,new shell,120,3
TCF,East 166W,2014,male,undetermined,new shell,121,5
TCF,East 166W,2014,male,undetermined,new shell,122,9
TCF,East 166W,2014,male,undetermined,new shell,123,16
TCF,East 166W,2014,male,undetermined,new shell,124,30
TCF,East 166W,2014,male,undetermined,new shell,125,57
TCF,East 166W,2014,male,undetermined,new shell,126,119
TCF,East 166W,2014,male,undetermined,new shell,127,144
TCF,East 166W,2014,male,undetermined,new shell,128,133
TCF,East 166W,2014,male,undetermined,new shell,129,156
TCF,East 166W,2014,male,undetermined,new shell,130,143
TCF,East 166W,2014,male,undetermined,new shell,131,170
TCF,East 166W,2014,male,undetermined,new shell,132,194
TCF,East 166W,2014,male,undetermined,new shell,133,177
TCF,East 166W,2014,male,undetermined,new shell,134,220
TCF,East 166W,2014,male,undetermined,new shell,135,243
TCF,East 166W,2014,male,undetermined,new shell,136,249
TCF,East 166W,2014,male,undetermined,new shell,137,272
TCF,East 166W,2014,male,undetermined,new shell,138,280
TCF,East 166W,2014,male,undetermined,new shell,139,252
TCF,East 166W,2014,male,undetermined,new shell,140,262
TCF,East 166W,2014,male,undetermined,new shell,141,272
TCF,East 166W,2014,male,undetermined,new shell,142,310
TCF,East 166W,2014,male,undetermined,new shell,143,250
TCF,East 166W,2014,male,undetermined,new shell,144,252
TCF,East 166W,2014,male,undetermined,new shell,145,261
TCF,East 166W,2014,male,undetermined,new shell,146,214
TCF,East 166W,2014,male,undetermined,new shell,147,177
TCF,East 166W,2014,male,undetermined,new shell,148,166
TCF,East 166W,2014,male,undetermined,new shell,149,153
TCF,East 166W,2014,male,undetermined,new shell,150,112
TCF,East 166W,2014,male,undetermined,new shell,151,126
TCF,East 166W,2014,male,undetermined,new shell,152,88
TCF,East 166W,2014,male,undetermined,new shell,153,92
TCF,East 166W,2014,male,undetermined,new shell,154,79
TCF,East 166W,2014,male,undetermined,new shell,155,68
TCF,East 166W,2014,male,undetermined,new shell,156,43
TCF,East 166W,2014,male,undetermined,new shell,157,47
TCF,East 166W,2014,male,undetermined,new shell,158,49
TCF,East 166W,2014,male,undetermined,new shell,159,42
TCF,East 166W,2014,male,undetermined,new shell,160,40
TCF,East 166W,2014,male,undetermined,new shell,161,25
TCF,East 166W,2014,male,undetermined,new shell,162,36
TCF,East 166W,2014,male,undetermined,new shell,163,26
TCF,East 166W,2014,male,undetermined,new shell,164,37
TCF,East 166W,2014,male,undetermined,new shell,165,23
TCF,East 166W,2014,male,undetermined,new shell,166,23
TCF,East 166W,2014,male,undetermined,new shell,167,30
TCF,East 166W,2014,male,undetermined,new shell,168,24
TCF,East 166W,2014,male,undetermined,new shell,169,16
TCF,East 166W,2014,male,undetermined,new shell,170,15
TCF,East 166W,2014,male,undetermined,new shell,171,8
TCF,East 166W,2014,male,undetermined,new shell,172,12
TCF,East 166W,2014,male,undetermined,new shell,173,5
TCF,East 166W,2014,male,undetermined,new shell,174,1
TCF,East 166W,2014,male,undetermined,new shell,175,6
TCF,East 166W,2014,male,undetermined,new shell,176,3
TCF,East 166W,2014,male,undetermined,new shell,177,3
TCF,East 166W,2014,male,undetermined,new shell,179,1
TCF,East 166W,2014,male,undetermined,new shell,180,1
TCF,East 166W,2014,male,undetermined,old shell,115,1
TCF,East 166W,2014,male,undetermined,old shell,121,1
TCF,East 166W,2014,male,undetermined,old shell,122,3
TCF,East 166W,2014,male,undetermined,old shell,123,4
TCF,East 166W,2014,male,undetermined,old shell,124,11
TCF,East 166W,2014,male,undetermined,old shell,125,23
TCF,East 166W,2014,male,undetermined,old shell,126,23
TCF,East 166W,2014,male,undetermined,old shell,127,25
TCF,East 166W,2014,male,undetermined,old shell,128,47
TCF,East 166W,2014,male,undetermined,old shell,129,48
TCF,East 166W,2014,male,undetermined,old shell,130,41
TCF,East 166W,2014,male,undetermined,old shell,131,32
TCF,East 166W,2014,male,undetermined,old shell,132,46
TCF,East 166W,2014,male,undetermined,old shell,133,29
TCF,East 166W,2014,male,undetermined,old shell,134,51
TCF,East 166W,2014,male,undetermined,old shell,135,35
TCF,East 166W,2014,male,undetermined,old shell,136,34
TCF,East 166W,2014,male,undetermined,old shell,137,58
TCF,East 166W,2014,male,undetermined,old shell,138,68
TCF,East 166W,2014,male,undetermined,old shell,139,41
TCF,East 166W,2014,male,undetermined,old shell,140,47
TCF,East 166W,2014,male,undetermined,old shell,141,42
TCF,East 166W,2014,male,undetermined,old shell,142,65
TCF,East 166W,2014,male,undetermined,old shell,143,48
TCF,East 166W,2014,male,undetermined,old shell,144,54
TCF,East 166W,2014,male,undetermined,old shell,145,51
TCF,East 166W,2014,male,undetermined,old shell,146,43
TCF,East 166W,2014,male,undetermined,old shell,147,43
TCF,East 166W,2014,male,undetermined,old shell,148,38
TCF,East 166W,2014,male,undetermined,old shell,149,38
TCF,East 166W,2014,male,undetermined,old shell,150,19
TCF,East 166W,2014,male,undetermined,old shell,151,22
TCF,East 166W,2014,male,undetermined,old shell,152,18
TCF,East 166W,2014,male,undetermined,old shell,153,10
TCF,East 166W,2014,male,undetermined,old shell,154,21
TCF,East 166W,2014,male,undetermined,old shell,155,12
TCF,East 166W,2014,male,undetermined,old shell,156,10
TCF,East 166W,2014,male,undetermined,old shell,157,8
TCF,East 166W,2014,male,undetermined,old shell,158,11
TCF,East 166W,2014,male,undetermined,old shell,159,5
TCF,East 166W,2014,male,undetermined,old shell,160,5
TCF,East 166W,2014,male,undetermined,old shell,161,4
TCF,East 166W,2014,male,undetermined,old shell,162,4
TCF,East 166W,2014,male,undetermined,old shell,163,5
TCF,East 166W,2014,male,undetermined,old shell,164,6
TCF,East 166W,2014,male,undetermined,old shell,165,7
TCF,East 166W,2014,male,undetermined,old shell,166,4
TCF,East 166W,2014,male,undetermined,old shell,167,2
TCF,East 166W,2014,male,undetermined,old shell,168,2
TCF,East 166W,2014,male,undetermined,old shell,169,2
TCF,East 166W,2014,male,undetermined,old shell,170,5
TCF,East 166W,2014,male,undetermined,old shell,171,1
TCF,East 166W,2014,male,undetermined,old shell,173,1
TCF,East 166W,2015,male,undetermined,new shell,112,1
TCF,East 166W,2015,male,undetermined,new shell,113,1
TCF,East 166W,2015,male,undetermined,new shell,114,1
TCF,East 166W,2015,male,undetermined,new shell,115,1
TCF,East 166W,2015,male,undetermined,new shell,116,2
TCF,East 166W,2015,male,undetermined,new shell,117,6
TCF,East 166W,2015,male,undetermined,new shell,118,2
TCF,East 166W,2015,male,undetermined,new shell,119,1
TCF,East 166W,2015,male,undetermined,new shell,120,10
TCF,East 166W,2015,male,undetermined,new shell,121,17
TCF,East 166W,2015,male,undetermined,new shell,122,33
TCF,East 166W,2015,male,undetermined,new shell,123,56
TCF,East 166W,2015,male,undetermined,new shell,124,96
TCF,East 166W,2015,male,undetermined,new shell,125,162
TCF,East 166W,2015,male,undetermined,new shell,126,228
TCF,East 166W,2015,male,undetermined,new shell,127,291
TCF,East 166W,2015,male,undetermined,new shell,128,332
TCF,East 166W,2015,male,undetermined,new shell,129,287
TCF,East 166W,2015,male,undetermined,new shell,130,365
TCF,East 166W,2015,male,undetermined,new shell,131,303
TCF,East 166W,2015,male,undetermined,new shell,132,385
TCF,East 166W,2015,male,undetermined,new shell,133,393
TCF,East 166W,2015,male,undetermined,new shell,134,405
TCF,East 166W,2015,male,undetermined,new shell,135,454
TCF,East 166W,2015,male,undetermined,new shell,136,395
TCF,East 166W,2015,male,undetermined,new shell,137,501
TCF,East 166W,2015,male,undetermined,new shell,138,520
TCF,East 166W,2015,male,undetermined,new shell,139,442
TCF,East 166W,2015,male,undetermined,new shell,140,495
TCF,East 166W,2015,male,undetermined,new shell,141,409
TCF,East 166W,2015,male,undetermined,new shell,142,467
TCF,East 166W,2015,male,undetermined,new shell,143,364
TCF,East 166W,2015,male,undetermined,new shell,144,351
TCF,East 166W,2015,male,undetermined,new shell,145,348
TCF,East 166W,2015,male,undetermined,new shell,146,296
TCF,East 166W,2015,male,undetermined,new shell,147,311
TCF,East 166W,2015,male,undetermined,new shell,148,277
TCF,East 166W,2015,male,undetermined,new shell,149,204
TCF,East 166W,2015,male,undetermined,new shell,150,215
TCF,East 166W,2015,male,undetermined,new shell,151,141
TCF,East 166W,2015,male,undetermined,new shell,152,156
TCF,East 166W,2015,male,undetermined,new shell,153,132
TCF,East 166W,2015,male,undetermined,new shell,154,123
TCF,East 166W,2015,male,undetermined,new shell,155,99
TCF,East 166W,2015,male,undetermined,new shell,156,87
TCF,East 166W,2015,male,undetermined,new shell,157,91
TCF,East 166W,2015,male,undetermined,new shell,158,101
TCF,East 166W,2015,male,undetermined,new shell,159,79
TCF,East 166W,2015,male,undetermined,new shell,160,73
TCF,East 166W,2015,male,undetermined,new shell,161,71
TCF,East 166W,2015,male,undetermined,new shell,162,84
TCF,East 166W,2015,male,undetermined,new shell,163,56
TCF,East 166W,2015,male,undetermined,new shell,164,60
TCF,East 166W,2015,male,undetermined,new shell,165,46
TCF,East 166W,2015,male,undetermined,new shell,166,35
TCF,East 166W,2015,male,undetermined,new shell,167,35
TCF,East 166W,2015,male,undetermined,new shell,168,37
TCF,East 166W,2015,male,undetermined,new shell,169,33
TCF,East 166W,2015,male,undetermined,new shell,170,31
TCF,East 166W,2015,male,undetermined,new shell,171,12
TCF,East 166W,2015,male,undetermined,new shell,172,14
TCF,East 166W,2015,male,undetermined,new shell,173,14
TCF,East 166W,2015,male,undetermined,new shell,174,7
TCF,East 166W,2015,male,undetermined,new shell,175,4
TCF,East 166W,2015,male,undetermined,new shell,176,5
TCF,East 166W,2015,male,undetermined,new shell,177,6
TCF,East 166W,2015,male,undetermined,new shell,178,2
TCF,East 166W,2015,male,undetermined,new shell,179,1
TCF,East 166W,2015,male,undetermined,new shell,180,2
TCF,East 166W,2015,male,undetermined,new shell,182,2
TCF,East 166W,2015,male,undetermined,old shell,118,3
TCF,East 166W,2015,male,undetermined,old shell,119,3
TCF,East 166W,2015,male,undetermined,old shell,120,4
TCF,East 166W,2015,male,undetermined,old shell,121,7
TCF,East 166W,2015,male,undetermined,old shell,122,17
TCF,East 166W,2015,male,undetermined,old shell,123,20
TCF,East 166W,2015,male,undetermined,old shell,124,39
TCF,East 166W,2015,male,undetermined,old shell,125,68
TCF,East 166W,2015,male,undetermined,old shell,126,80
TCF,East 166W,2015,male,undetermined,old shell,127,115
TCF,East 166W,2015,male,undetermined,old shell,128,105
TCF,East 166W,2015,male,undetermined,old shell,129,108
TCF,East 166W,2015,male,undetermined,old shell,130,126
TCF,East 166W,2015,male,undetermined,old shell,131,125
TCF,East 166W,2015,male,undetermined,old shell,132,130
TCF,East 166W,2015,male,undetermined,old shell,133,124
TCF,East 166W,2015,male,undetermined,old shell,134,147
TCF,East 166W,2015,male,undetermined,old shell,135,193
TCF,East 166W,2015,male,undetermined,old shell,136,150
TCF,East 166W,2015,male,undetermined,old shell,137,166
TCF,East 166W,2015,male,undetermined,old shell,138,182
TCF,East 166W,2015,male,undetermined,old shell,139,156
TCF,East 166W,2015,male,undetermined,old shell,140,168
TCF,East 166W,2015,male,undetermined,old shell,141,160
TCF,East 166W,2015,male,undetermined,old shell,142,161
TCF,East 166W,2015,male,undetermined,old shell,143,157
TCF,East 166W,2015,male,undetermined,old shell,144,147
TCF,East 166W,2015,male,undetermined,old shell,145,132
TCF,East 166W,2015,male,undetermined,old shell,146,113
TCF,East 166W,2015,male,undetermined,old shell,147,106
TCF,East 166W,2015,male,undetermined,old shell,148,90
TCF,East 166W,2015,male,undetermined,old shell,149,76
TCF,East 166W,2015,male,undetermined,old shell,150,81
TCF,East 166W,2015,male,undetermined,old shell,151,72
TCF,East 166W,2015,male,undetermined,old shell,152,55
TCF,East 166W,2015,male,undetermined,old shell,153,60
TCF,East 166W,2015,male,undetermined,old shell,154,50
TCF,East 166W,2015,male,undetermined,old shell,155,37
TCF,East 166W,2015,male,undetermined,old shell,156,43
TCF,East 166W,2015,male,undetermined,old shell,157,42
TCF,East 166W,2015,male,undetermined,old shell,158,36
TCF,East 166W,2015,male,undetermined,old shell,159,36
TCF,East 166W,2015,male,undetermined,old shell,160,27
TCF,East 166W,2015,male,undetermined,old shell,161,27
TCF,East 166W,2015,male,undetermined,old shell,162,29
TCF,East 166W,2015,male,undetermined,old shell,163,21
TCF,East 166W,2015,male,undetermined,old shell,164,23
TCF,East 166W,2015,male,undetermined,old shell,165,30
TCF,East 166W,2015,male,undetermined,old shell,166,10
TCF,East 166W,2015,male,undetermined,old shell,167,18
TCF,East 166W,2015,male,undetermined,old shell,168,27
TCF,East 166W,2015,male,undetermined,old shell,169,13
TCF,East 166W,2015,male,undetermined,old shell,170,11
TCF,East 166W,2015,male,undetermined,old shell,171,5
TCF,East 166W,2015,male,undetermined,old shell,172,8
TCF,East 166W,2015,male,undetermined,old shell,173,5
TCF,East 166W,2015,male,undetermined,old shell,174,4
TCF,East 166W,2015,male,undetermined,old shell,175,3
TCF,East 166W,2015,male,undetermined,old shell,176,3
TCF,East 166W,2015,male,undetermined,old shell,177,3
TCF,East 166W,2015,male,undetermined,old shell,182,1
TCF,East 166W,2015,male,undetermined,old shell,184,1
TCF,East 166W,2022,male,undetermined,new shell,97,1
TCF,East 166W,2022,male,undetermined,new shell,115,1
TCF,East 166W,2022,male,undetermined,new shell,119,1
TCF,East 166W,2022,male,undetermined,new shell,120,1
TCF,East 166W,2022,male,undetermined,new shell,121,4
TCF,East 166W,2022,male,undetermined,new shell,122,12
TCF,East 166W,2022,male,undetermined,new shell,123,25
TCF,East 166W,2022,male,undetermined,new shell,124,42
TCF,East 166W,2022,male,undetermined,new shell,125,59
TCF,East 166W,2022,male,undetermined,new shell,126,77
TCF,East 166W,2022,male,undetermined,new shell,127,93
TCF,East 166W,2022,male,undetermined,new shell,128,90
TCF,East 166W,2022,male,undetermined,new shell,129,82
TCF,East 166W,2022,male,undetermined,new shell,130,104
TCF,East 166W,2022,male,undetermined,new shell,131,82
TCF,East 166W,2022,male,undetermined,new shell,132,107
TCF,East 166W,2022,male,undetermined,new shell,133,86
TCF,East 166W,2022,male,undetermined,new shell,134,105
TCF,East 166W,2022,male,undetermined,new shell,135,78
TCF,East 166W,2022,male,undetermined,new shell,136,79
TCF,East 166W,2022,male,undetermined,new shell,137,78
TCF,East 166W,2022,male,undetermined,new shell,138,79
TCF,East 166W,2022,male,undetermined,new shell,139,73
TCF,East 166W,2022,male,undetermined,new shell,140,60
TCF,East 166W,2022,male,undetermined,new shell,141,70
TCF,East 166W,2022,male,undetermined,new shell,142,52
TCF,East 166W,2022,male,undetermined,new shell,143,58
TCF,East 166W,2022,male,undetermined,new shell,144,49
TCF,East 166W,2022,male,undetermined,new shell,145,32
TCF,East 166W,2022,male,undetermined,new shell,146,57
TCF,East 166W,2022,male,undetermined,new shell,147,55
TCF,East 166W,2022,male,undetermined,new shell,148,47
TCF,East 166W,2022,male,undetermined,new shell,149,29
TCF,East 166W,2022,male,undetermined,new shell,150,31
TCF,East 166W,2022,male,undetermined,new shell,151,29
TCF,East 166W,2022,male,undetermined,new shell,152,28
TCF,East 166W,2022,male,undetermined,new shell,153,18
TCF,East 166W,2022,male,undetermined,new shell,154,23
TCF,East 166W,2022,male,undetermined,new shell,155,12
TCF,East 166W,2022,male,undetermined,new shell,156,15
TCF,East 166W,2022,male,undetermined,new shell,157,12
TCF,East 166W,2022,male,undetermined,new shell,158,8
TCF,East 166W,2022,male,undetermined,new shell,159,8
TCF,East 166W,2022,male,undetermined,new shell,160,7
TCF,East 166W,2022,male,undetermined,new shell,161,5
TCF,East 166W,2022,male,undetermined,new shell,162,4
TCF,East 166W,2022,male,undetermined,new shell,163,1
TCF,East 166W,2022,male,undetermined,new shell,164,2
TCF,East 166W,2022,male,undetermined,new shell,167,2
TCF,East 166W,2022,male,undetermined,old shell,122,5
TCF,East 166W,2022,male,undetermined,old shell,123,1
TCF,East 166W,2022,male,undetermined,old shell,124,12
TCF,East 166W,2022,male,undetermined,old shell,125,11
TCF,East 166W,2022,male,undetermined,old shell,126,7
TCF,East 166W,2022,male,undetermined,old shell,127,13
TCF,East 166W,2022,male,undetermined,old shell,128,18
TCF,East 166W,2022,male,undetermined,old shell,129,22
TCF,East 166W,2022,male,undetermined,old shell,130,13
TCF,East 166W,2022,male,undetermined,old shell,131,7
TCF,East 166W,2022,male,undetermined,old shell,132,16
TCF,East 166W,2022,male,undetermined,old shell,133,10
TCF,East 166W,2022,male,undetermined,old shell,134,12
TCF,East 166W,2022,male,undetermined,old shell,135,9
TCF,East 166W,2022,male,undetermined,old shell,136,6
TCF,East 166W,2022,male,undetermined,old shell,137,13
TCF,East 166W,2022,male,undetermined,old shell,138,4
TCF,East 166W,2022,male,undetermined,old shell,139,5
TCF,East 166W,2022,male,undetermined,old shell,140,4
TCF,East 166W,2022,male,undetermined,old shell,141,8
TCF,East 166W,2022,male,undetermined,old shell,142,4
TCF,East 166W,2022,male,undetermined,old shell,143,7
TCF,East 166W,2022,male,undetermined,old shell,144,3
TCF,East 166W,2022,male,undetermined,old shell,145,5
TCF,East 166W,2022,male,undetermined,old shell,146,4
TCF,East 166W,2022,male,undetermined,old shell,147,8
TCF,East 166W,2022,male,undetermined,old shell,148,8
TCF,East 166W,2022,male,undetermined,old shell,149,6
TCF,East 166W,2022,male,undetermined,old shell,150,2
TCF,East 166W,2022,male,undetermined,old shell,151,3
TCF,East 166W,2022,male,undetermined,old shell,152,3
TCF,East 166W,2022,male,undetermined,old shell,153,1
TCF,East 166W,2022,male,undetermined,old shell,154,2
TCF,East 166W,2022,male,undetermined,old shell,155,2
TCF,East 166W,2022,male,undetermined,old shell,158,1
TCF,East 166W,2022,male,undetermined,old shell,159,1
TCF,East 166W,2022,male,undetermined,old shell,160,2
TCF,East 166W,2023,male,undetermined,new shell,118,1
TCF,East 166W,2023,male,undetermined,new shell,120,1
TCF,East 166W,2023,male,undetermined,new shell,121,3
TCF,East 166W,2023,male,undetermined,new shell,122,2
TCF,East 166W,2023,male,undetermined,new shell,123,1
TCF,East 166W,2023,male,undetermined,new shell,124,6
TCF,East 166W,2023,male,undetermined,new shell,125,12
TCF,East 166W,2023,male,undetermined,new shell,126,23
TCF,East 166W,2023,male,undetermined,new shell,127,20
TCF,East 166W,2023,male,undetermined,new shell,128,44
TCF,East 166W,2023,male,undetermined,new shell,129,39
TCF,East 166W,2023,male,undetermined,new shell,130,35
TCF,East 166W,2023,male,undetermined,new shell,131,36
TCF,East 166W,2023,male,undetermined,new shell,132,51
TCF,East 166W,2023,male,undetermined,new shell,133,37
TCF,East 166W,2023,male,undetermined,new shell,134,50
TCF,East 166W,2023,male,undetermined,new shell,135,68
TCF,East 166W,2023,male,undetermined,new shell,136,44
TCF,East 166W,2023,male,undetermined,new shell,137,66
TCF,East 166W,2023,male,undetermined,new shell,138,60
TCF,East 166W,2023,male,undetermined,new shell,139,63
TCF,East 166W,2023,male,undetermined,new shell,140,60
TCF,East 166W,2023,male,undetermined,new shell,141,50
TCF,East 166W,2023,male,undetermined,new shell,142,51
TCF,East 166W,2023,male,undetermined,new shell,143,53
TCF,East 166W,2023,male,undetermined,new shell,144,73
TCF,East 166W,2023,male,undetermined,new shell,145,57
TCF,East 166W,2023,male,undetermined,new shell,146,52
TCF,East 166W,2023,male,undetermined,new shell,147,47
TCF,East 166W,2023,male,undetermined,new shell,148,56
TCF,East 166W,2023,male,undetermined,new shell,149,47
TCF,East 166W,2023,male,undetermined,new shell,150,42
TCF,East 166W,2023,male,undetermined,new shell,151,34
TCF,East 166W,2023,male,undetermined,new shell,152,32
TCF,East 166W,2023,male,undetermined,new shell,153,23
TCF,East 166W,2023,male,undetermined,new shell,154,26
TCF,East 166W,2023,male,undetermined,new shell,155,26
TCF,East 166W,2023,male,undetermined,new shell,156,14
TCF,East 166W,2023,male,undetermined,new shell,157,15
TCF,East 166W,2023,male,undetermined,new shell,158,14
TCF,East 166W,2023,male,undetermined,new shell,159,8
TCF,East 166W,2023,male,undetermined,new shell,160,10
TCF,East 166W,2023,male,undetermined,new shell,161,6
TCF,East 166W,2023,male,undetermined,new shell,162,6
TCF,East 166W,2023,male,undetermined,new shell,163,4
TCF,East 166W,2023,male,undetermined,new shell,164,5
TCF,East 166W,2023,male,undetermined,new shell,165,3
TCF,East 166W,2023,male,undetermined,new shell,166,1
TCF,East 166W,2023,male,undetermined,new shell,167,1
TCF,East 166W,2023,male,undetermined,old shell,124,2
TCF,East 166W,2023,male,undetermined,old shell,125,2
TCF,East 166W,2023,male,undetermined,old shell,126,3
TCF,East 166W,2023,male,undetermined,old shell,127,5
TCF,East 166W,2023,male,undetermined,old shell,128,5
TCF,East 166W,2023,male,undetermined,old shell,129,7
TCF,East 166W,2023,male,undetermined,old shell,130,7
TCF,East 166W,2023,male,undetermined,old shell,131,7
TCF,East 166W,2023,male,undetermined,old shell,132,9
TCF,East 166W,2023,male,undetermined,old shell,133,6
TCF,East 166W,2023,male,undetermined,old shell,134,8
TCF,East 166W,2023,male,undetermined,old shell,135,10
TCF,East 166W,2023,male,undetermined,old shell,136,3
TCF,East 166W,2023,male,undetermined,old shell,137,4
TCF,East 166W,2023,male,undetermined,old shell,138,3
TCF,East 166W,2023,male,undetermined,old shell,139,4
TCF,East 166W,2023,male,undetermined,old shell,140,6
TCF,East 166W,2023,male,undetermined,old shell,141,5
TCF,East 166W,2023,male,undetermined,old shell,142,5
TCF,East 166W,2023,male,undetermined,old shell,143,1
TCF,East 166W,2023,male,undetermined,old shell,144,4
TCF,East 166W,2023,male,undetermined,old shell,145,1
TCF,East 166W,2023,male,undetermined,old shell,146,4
TCF,East 166W,2023,male,undetermined,old shell,147,3
TCF,East 166W,2023,male,undetermined,old shell,148,2
TCF,East 166W,2023,male,undetermined,old shell,149,3
TCF,East 166W,2023,male,undetermined,old shell,150,2
TCF,East 166W,2023,male,undetermined,old shell,151,4
TCF,East 166W,2023,male,undetermined,old shell,152,2
TCF,East 166W,2023,male,undetermined,old shell,153,4
TCF,East 166W,2023,male,undetermined,old shell,154,1
TCF,East 166W,2023,male,undetermined,old shell,155,5
TCF,East 166W,2023,male,undetermined,old shell,156,4
TCF,East 166W,2023,male,undetermined,old shell,157,1
TCF,East 166W,2023,male,undetermined,old shell,158,2
TCF,East 166W,2023,male,undetermined,old shell,162,2
TCF,East 166W,2023,male,undetermined,old shell,164,1
TCF,East 166W,2023,male,undetermined,old shell,165,1
TCF,East 166W,2023,male,undetermined,old shell,167,1
TCF,East 166W,2024,male,undetermined,new shell,116,1
TCF,East 166W,2024,male,undetermined,new shell,119,1
TCF,East 166W,2024,male,undetermined,new shell,120,2
TCF,East 166W,2024,male,undetermined,new shell,121,4
TCF,East 166W,2024,male,undetermined,new shell,122,4
TCF,East 166W,2024,male,undetermined,new shell,123,3
TCF,East 166W,2024,male,undetermined,new shell,124,15
TCF,East 166W,2024,male,undetermined,new shell,125,17
TCF,East 166W,2024,male,undetermined,new shell,126,26
TCF,East 166W,2024,male,undetermined,new shell,127,39
TCF,East 166W,2024,male,undetermined,new shell,128,43
TCF,East 166W,2024,male,undetermined,new shell,129,36
TCF,East 166W,2024,male,undetermined,new shell,130,56
TCF,East 166W,2024,male,undetermined,new shell,131,45
TCF,East 166W,2024,male,undetermined,new shell,132,63
TCF,East 166W,2024,male,undetermined,new shell,133,36
TCF,East 166W,2024,male,undetermined,new shell,134,75
TCF,East 166W,2024,male,undetermined,new shell,135,77
TCF,East 166W,2024,male,undetermined,new shell,136,59
TCF,East 166W,2024,male,undetermined,new shell,137,69
TCF,East 166W,2024,male,undetermined,new shell,138,72
TCF,East 166W,2024,male,undetermined,new shell,139,61
TCF,East 166W,2024,male,undetermined,new shell,140,80
TCF,East 166W,2024,male,undetermined,new shell,141,73
TCF,East 166W,2024,male,undetermined,new shell,142,60
TCF,East 166W,2024,male,undetermined,new shell,143,50
TCF,East 166W,2024,male,undetermined,new shell,144,64
TCF,East 166W,2024,male,undetermined,new shell,145,70
TCF,East 166W,2024,male,undetermined,new shell,146,58
TCF,East 166W,2024,male,undetermined,new shell,147,73
TCF,East 166W,2024,male,undetermined,new shell,148,68
TCF,East 166W,2024,male,undetermined,new shell,149,62
TCF,East 166W,2024,male,undetermined,new shell,150,49
TCF,East 166W,2024,male,undetermined,new shell,151,48
TCF,East 166W,2024,male,undetermined,new shell,152,51
TCF,East 166W,2024,male,undetermined,new shell,153,43
TCF,East 166W,2024,male,undetermined,new shell,154,52
TCF,East 166W,2024,male,undetermined,new shell,155,50
TCF,East 166W,2024,male,undetermined,new shell,156,50
TCF,East 166W,2024,male,undetermined,new shell,157,36
TCF,East 166W,2024,male,undetermined,new shell,158,30
TCF,East 166W,2024,male,undetermined,new shell,159,29
