"","obs","preds","y_up","y_dn","year","stock"
"84",0.164534312489446,0.384859938789386,0.437244132905949,0.332475744672823,1987,"Snow_mat"
"94",0.295376033979778,0.465199667553839,0.511403590381958,0.41899574472572,1988,"Snow_mat"
"104",0.335951440232659,0.474746587126182,0.53221974867471,0.417273425577653,1989,"Snow_mat"
"114",0.440788766642602,0.575553346763674,0.633913340263651,0.517193353263698,1990,"Snow_mat"
"124",0.715300203646365,0.490102950007929,0.531015618861182,0.449190281154676,1991,"Snow_mat"
"134",0.392226500414305,0.389619180187721,0.427318244260901,0.351920116114541,1992,"Snow_mat"
"144",0.365927514095146,0.359932809004292,0.411159297072029,0.308706320936554,1993,"Snow_mat"
"154",0.396145497520159,0.407341509133795,0.458696739263605,0.355986279003985,1994,"Snow_mat"
"164",0.573230404339101,0.469597316512154,0.536308550404862,0.402886082619446,1995,"Snow_mat"
"174",0.546935146823037,0.611564622926826,0.652861828958847,0.570267416894804,1996,"Snow_mat"
"184",0.550611720544789,0.649118504401793,0.704622672877844,0.593614335925742,1997,"Snow_mat"
"194",0.599980506775371,0.533172334042832,0.583682807927991,0.482661860157672,1998,"Snow_mat"
"204",0.247696916755354,0.437834761897635,0.486964538815212,0.388704984980059,1999,"Snow_mat"
"214",0.216136985263879,0.349864377186366,0.395145401130418,0.304583353242313,2000,"Snow_mat"
"224",0.47794952480585,0.415947109388726,0.454105043564769,0.377789175212683,2001,"Snow_mat"
"234",0.44007475766799,0.392825764960439,0.438068458234438,0.34758307168644,2002,"Snow_mat"
"244",0.289263839268695,0.322426420610389,0.365660339712127,0.27919250150865,2003,"Snow_mat"
"254",0.271531577352409,0.304179310016327,0.343043095981208,0.265315524051447,2004,"Snow_mat"
"264",0.506671500869552,0.443424832543709,0.479311839233582,0.407537825853837,2005,"Snow_mat"
"274",0.577564286010621,0.505558653748229,0.546568305361789,0.464549002134668,2006,"Snow_mat"
"284",0.545669785220993,0.494635687889093,0.542886268910115,0.44638510686807,2007,"Snow_mat"
"294",0.382664103219173,0.46433405226144,0.500962206919037,0.427705897603842,2008,"Snow_mat"
"304",0.186773003566134,0.450133221177258,0.48711200214938,0.413154440205136,2009,"Snow_mat"
"314",0.174391839518875,0.400711595689122,0.440562442785535,0.36086074859271,2010,"Snow_mat"
"324",0.306573479902839,0.467823646710863,0.503677020465125,0.431970272956602,2011,"Snow_mat"
"334",0.610838167489925,0.574886104184249,0.646095559831437,0.503676648537061,2012,"Snow_mat"
"344",0.408844983081959,0.455262207750526,0.493222714726679,0.417301700774372,2013,"Snow_mat"
"354",0.564932461923912,0.430047809074924,0.469909095959832,0.390186522190017,2014,"Snow_mat"
"364",0.454652460282413,0.345008019792337,0.398042640999739,0.291973398584935,2015,"Snow_mat"
"374",0.347273451970457,0.272864042533567,0.321857139477799,0.223870945589335,2016,"Snow_mat"
"384",0.376810728653617,0.49304255225678,0.558825306437614,0.427259798075945,2017,"Snow_mat"
"394",0.645263493389705,0.660304850652475,0.740205943184512,0.580403758120438,2018,"Snow_mat"
"404",0.797371292146134,0.733077658573603,0.780090196849306,0.6860651202979,2019,"Snow_mat"
"424",0.595482386681927,0.503319444592193,0.562378222498294,0.444260666686091,2021,"Snow_mat"
"434",0.340093420373036,0.21991810846852,0.268091760584732,0.171744456352309,2022,"Snow_mat"
"310",0.229713,0.271412401942526,0.302185296901215,0.240639506983837,1982,"Snow_mat"
"410",0.170636,0.225720604385246,0.251071295105745,0.200369913664748,1983,"Snow_mat"
"53",0.147349,0.184872323924354,0.205434277959085,0.164310369889624,1984,"Snow_mat"
"65",0.0912786,0.157780299012295,0.181409741133237,0.134150856891353,1985,"Snow_mat"
"75",0.0828744,0.130617030956176,0.146905628363651,0.114328433548701,1986,"Snow_mat"
"85",0.104313,0.197056686765086,0.229741216379906,0.164372157150266,1987,"Snow_mat"
"95",0.131554,0.163116723330789,0.187541286606207,0.138692160055371,1988,"Snow_mat"
"105",0.17197,0.19430061861703,0.229567772987758,0.159033464246302,1989,"Snow_mat"
"115",0.216647,0.216972856542553,0.256215883767553,0.177729829317553,1990,"Snow_mat"
"125",0.282267,0.231654963061597,0.260212121039154,0.203097805084041,1991,"Snow_mat"
"135",0.250983,0.162920090600285,0.185137608905217,0.140702572295352,1992,"Snow_mat"
"145",0.311791,0.171617064844481,0.198706741358354,0.144527388330608,1993,"Snow_mat"
"155",0.295833,0.159342510043372,0.194922602005478,0.123762418081266,1994,"Snow_mat"
"165",0.325076,0.181271253318309,0.219372283373317,0.1431702232633,1995,"Snow_mat"
"175",0.451671,0.45314195890767,0.498021793103703,0.408262124711637,1996,"Snow_mat"
"185",0.512897,0.358034256249193,0.406611008455146,0.30945750404324,1997,"Snow_mat"
"195",0.323357,0.273399940113316,0.308558711566999,0.238241168659633,1998,"Snow_mat"
"205",0.130247,0.17483437308414,0.200406236550905,0.149262509617375,1999,"Snow_mat"
"215",0.164037,0.14960291755098,0.174672086325388,0.124533748776572,2000,"Snow_mat"
"225",0.325,0.229948287274318,0.257159236983664,0.202737337564972,2001,"Snow_mat"
"235",0.222803,0.192085742365211,0.218835281537664,0.165336203192759,2002,"Snow_mat"
"245",0.194102,0.267996265900809,0.307957591585671,0.228034940215947,2003,"Snow_mat"
"255",0.185797,0.187808749736203,0.211935321451798,0.163682178020607,2004,"Snow_mat"
"265",0.199325,0.259887600019305,0.284384948915019,0.235390251123591,2005,"Snow_mat"
"275",0.170999,0.208984269665858,0.242006513301979,0.175962026029737,2006,"Snow_mat"
"285",0.187247,0.192228427768461,0.22152920413371,0.162927651403212,2007,"Snow_mat"
